sms_message,class,label,length
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,ham,0,212
Yes. Rent is very expensive so its the way we save.,ham,0,51
I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,ham,0,133
Oooh bed ridden ey? What are YOU thinking of?,ham,0,45
Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,ham,0,122
I accidentally brought em home in the box,ham,0,41
Ok... U enjoy ur shows...,ham,0,25
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",ham,0,77
Have you had a good day? Mine was really busy are you up to much tomorrow night?,ham,0,80
I am great! How are you?,ham,0,24
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",ham,0,160
I wish u were here. I feel so alone,ham,0,35
Lol that's different. I don't go trying to find every real life photo you ever took.,ham,0,84
"Ta-Daaaaa! I am home babe, are you still up ?",ham,0,45
"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",ham,0,142
Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,ham,0,85
I notice you like looking in the shit mirror youre turning into a right freak,ham,0,77
Now only i reached home. . . I am very tired now. . I will come tomorro,ham,0,71
"Hey babe, my friend had to cancel, still up for a visit ?",ham,0,57
Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,ham,0,159
You call him now ok i said call him,ham,0,35
Wif my family booking tour package.,ham,0,35
She ran off with a younger man. we will make pretty babies together :),ham,0,70
"Great. I'm in church now, will holla when i get out",ham,0,51
I'm at home. Please call,ham,0,24
I am going to sleep. I am tired of travel.,ham,0,42
Let me know how to contact you. I've you settled in a room. Lets know you are ok.,ham,0,81
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",ham,0,157
"Hi this is yijue, can i meet u at 11 tmr?",ham,0,41
Ok... Ur typical reply...,ham,0,25
You busy or can I come by at some point and figure out what we're doing tomorrow,ham,0,80
Hmm thinking lor...,ham,0,19
thanks for the temales it was wonderful. Thank. Have a great week.,ham,0,66
"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",ham,0,109
Its not that time of the month nor mid of the time?,ham,0,51
Ü give me some time to walk there.,ham,0,34
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",ham,0,243
Yes :)it completely in out of form:)clark also utter waste.,ham,0,59
Update your face book status frequently :),ham,0,42
Mm yes dear look how i am hugging you both. :-P,ham,0,47
Oh k.i think most of wi and nz players unsold.,ham,0,46
Wait . I will msg after  &lt;#&gt;  min.,ham,0,40
If we win its really no 1 side for long time.,ham,0,45
U wan 2 haf lunch i'm in da canteen now.,ham,0,40
"Are you being good, baby? :)",ham,0,28
Thought we could go out for dinner. I'll treat you! Seem ok?,ham,0,60
I am in hospital da. . I will return home in evening,ham,0,52
Friends that u can stay on fb chat with,ham,0,39
ITS A LAPTOP TAKE IT WITH YOU.,ham,0,30
how tall are you princess?,ham,0,26
Roger that. We‘re probably going to rem in about 20,ham,0,51
"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",ham,0,87
"We are hoping to get away by 7, from Langport. You still up for town tonight?",ham,0,77
I just cooked a rather nice salmon a la you,ham,0,43
Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,ham,0,87
"(No promises on when though, haven't even gotten dinner yet)",ham,0,60
I had it already..sabarish asked me to go..,ham,0,43
What r u cooking me for dinner?,ham,0,31
"Yup, no need. I'll jus wait 4 e rain 2 stop.",ham,0,44
 &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ham,0,132
How much would it cost to hire a hitman,ham,0,39
What is this 'hex' place you talk of? Explain!,ham,0,46
You still coming tonight?,ham,0,25
Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,ham,0,99
2marrow only. Wed at  &lt;#&gt;  to 2 aha.,ham,0,42
Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,ham,0,71
Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,ham,0,92
"Sorry pa, i dont knw who ru pa?",ham,0,31
Hey come online! Use msn... We are all there,ham,0,44
Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,ham,0,116
Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,ham,0,60
Its a great day. Do have yourself a beautiful one.,ham,0,50
S s..first time..dhoni rocks...,ham,0,31
I to am looking forward to all the sex cuddling.. Only two more sleeps ,ham,0,71
Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,ham,0,163
say thanks2. ,ham,0,13
I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,ham,0,121
Hi dis is yijue i would be happy to work wif ü all for gek1510...,ham,0,65
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,ham,0,72
"sry can't talk on phone, with parents",ham,0,37
Uhhhhrmm isnt having tb test bad when youre sick,ham,0,48
I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,ham,0,86
I'm in a movie. Call me 4 wat?,ham,0,30
Ok. There may be a free gym about.,ham,0,34
He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,ham,0,140
There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,ham,0,87
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,ham,0,96
I jokin oni lar.. Ü busy then i wun disturb ü.,ham,0,46
"Arms fine, how's Cardiff and uni? ",ham,0,34
Ya:)going for restaurant..,ham,0,26
Ok i shall talk to him,ham,0,22
Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,ham,0,79
I AM AT THE GAS STATION. GO THERE.,ham,0,34
Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,ham,0,60
Yes:)here tv is always available in work place..,ham,0,48
Thank you princess! You are so sexy...,ham,0,38
MMM ... Fuck .... Merry Christmas to me,ham,0,39
Now project pa. After that only i can come.,ham,0,43
"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",ham,0,67
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,ham,0,119
* Am on my way,ham,0,14
I'm in town now so i'll jus take mrt down later.,ham,0,48
Hi msg me:)i'm in office..,ham,0,26
Oh ok no prob..,ham,0,15
"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",ham,0,106
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,ham,0,87
I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,ham,0,84
When should I come over?,ham,0,24
U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,ham,0,161
"There'll be a minor shindig at my place later tonight, you interested?",ham,0,70
I'm on da bus going home...,ham,0,27
What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,ham,0,141
Pls dont restrict her from eating anythin she likes for the next two days.,ham,0,74
What about this one then.,ham,0,25
"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",ham,0,240
Yar... I tot u knew dis would happen long ago already.,ham,0,54
What should i eat fo lunch senor,ham,0,32
Probably a couple hours tops,ham,0,28
I have no money 4 steve mate! !,ham,0,31
Still otside le..u come 2morrow maga..,ham,0,38
BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,ham,0,124
"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",ham,0,158
Aight sorry I take ten years to shower. What's the plan?,ham,0,56
"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",ham,0,110
I am on the way to tirupur.,ham,0,27
U don't remember that old commercial?,ham,0,37
OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ham,0,66
Msg me when rajini comes.,ham,0,25
Hows the street where the end of library walk is?,ham,0,49
"Damn, poor zac doesn't stand a chance",ham,0,37
Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...,ham,0,82
I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,ham,0,151
"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",ham,0,111
Pls speak with me. I wont ask anything other then you friendship.,ham,0,65
Once free call me sir. I am waiting for you.,ham,0,44
Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,ham,0,112
He's in lag. That's just the sad part but we keep in touch thanks to skype,ham,0,74
Why she wants to talk to me,ham,0,27
K:)k..its good:)when are you going?,ham,0,35
Nope... Think i will go for it on monday... Sorry i replied so late,ham,0,67
That's my honeymoon outfit. :),ham,0,30
"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",ham,0,114
"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.",ham,0,115
I reach home safe n sound liao...,ham,0,33
Dear reached railway. What happen to you,ham,0,40
Aight do you still want to get money,ham,0,36
Discussed with your mother ah?,ham,0,30
"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",ham,0,67
Yes princess! I want to make you happy...,ham,0,41
 &lt;#&gt;  in mca. But not conform.,ham,0,36
I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),ham,0,139
Hey i'm bored... So i'm thinking of u... So wat r u doing?,ham,0,58
Oh yeah clearly it's my fault,ham,0,29
It only does simple arithmetic not percentages.,ham,0,47
I'm in class. Will holla later,ham,0,30
JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,ham,0,89
Thats cool. i am a gentleman and will treat you with dignity and respect.,ham,0,73
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",ham,0,106
Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,ham,0,138
R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,ham,0,56
"Tunde, how are you doing. This is just wishing you a great day. Abiola.",ham,0,71
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",ham,0,115
Love it! The girls at the office may wonder why you are smiling but sore...,ham,0,75
I not free today i haf 2 pick my parents up tonite...,ham,0,53
Ü dun wan to watch infernal affair?,ham,0,35
I've not sent it. He can send me.,ham,0,33
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ham,0,131
Which channel:-):-):):-).,ham,0,25
Pls speak to that customer machan.,ham,0,34
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,ham,0,78
Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,ham,0,108
Ü still got lessons?  Ü in sch?,ham,0,31
Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,ham,0,122
No did you check? I got his detailed message now,ham,0,48
I wonder if you'll get this text?,ham,0,33
Its like that hotel dusk game i think. You solve puzzles in a area thing,ham,0,72
"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",ham,0,132
Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,ham,0,183
Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,ham,0,64
Me n him so funny...,ham,0,20
Check wid corect speling i.e. Sarcasm,ham,0,37
Hey leave it. not a big deal:-) take care.,ham,0,42
That's cause your old. I live to be high.,ham,0,41
Dear i am not denying your words please,ham,0,39
I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,ham,0,338
Do you want bold 2 or bb torch,ham,0,30
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",ham,0,118
U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,ham,0,79
Sure but since my parents will be working on Tuesday I don't really need a cover story,ham,0,86
Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,ham,0,91
Nice.nice.how is it working?,ham,0,28
Was the actual exam harder than NBME,ham,0,36
I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,ham,0,120
Lol where do u come up with these ideas?,ham,0,40
Hey gals.. Anyone of u going down to e driving centre tmr?,ham,0,58
Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,ham,0,166
Ugh fuck it I'm resubbing to eve,ham,0,32
"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",ham,0,150
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham,0,588
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",ham,0,105
Long time. You remember me today.,ham,0,33
Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,ham,0,105
Wat ü doing now?,ham,0,16
THANX 4 PUTTIN DA FONE DOWN ON ME!!,ham,0,35
I know girls always safe and selfish know i got it pa. Thank you. good night.,ham,0,77
"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",ham,0,104
I love your ass! Do you enjoy doggy style? :),ham,0,45
"Not yet chikku..going to room nw, i'm in bus..",ham,0,46
Eatin my lunch...,ham,0,17
Don no da:)whats you plan?,ham,0,26
Remember to ask alex about his pizza,ham,0,36
Not able to do anything.,ham,0,24
Your right! I'll make the appointment right now.,ham,0,48
G.W.R,ham,0,5
Yar lor actually we quite fast... Cos da ge slow wat... Haha...,ham,0,63
No need lar i go engin? Cos my sis at arts today...,ham,0,51
"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",ham,0,105
No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,ham,0,94
Is that on the telly? No its Brdget Jones!,ham,0,42
No:-)i got rumour that you going to buy apartment in chennai:-),ham,0,63
K.:)do it at evening da:)urgent:),ham,0,33
No message..no responce..what happend?,ham,0,38
Oh... Kay... On sat right?,ham,0,26
Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,ham,0,81
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,ham,0,91
See you there! ,ham,0,15
did u get that message,ham,0,22
No dear i do have free messages without any recharge. Hi hi hi,ham,0,62
U still havent got urself a jacket ah?,ham,0,38
"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",ham,0,81
"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",ham,0,147
if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,ham,0,66
No da. I am happy that we sit together na,ham,0,41
"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",ham,0,159
Why do you ask princess?,ham,0,24
I think if he rule tamilnadu..then its very tough for our people.,ham,0,65
alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,ham,0,92
What you thinked about me. First time you saw me in class.,ham,0,58
Yes i thought so. Thanks.,ham,0,25
Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,ham,0,84
And is there a way you can send shade's stuff to her. And she has been wonderful too.,ham,0,85
"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",ham,0,83
"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",ham,0,327
"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",ham,0,83
Or just do that 6times,ham,0,22
In e msg jus now. U said thanks for gift.,ham,0,41
I'm coming home 4 dinner.,ham,0,25
Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,ham,0,101
"Its good, we'll find a way",ham,0,26
here is my new address -apples&pairs&all that malarky,ham,0,53
Well welp is sort of a semiobscure internet thing,ham,0,49
Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,ham,0,84
You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,ham,0,161
Can you please send me my aunty's number,ham,0,40
You know there is. I shall speak to you in  &lt;#&gt;  minutes then,ham,0,67
Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,ham,0,84
"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",ham,0,153
Thanx...,ham,0,8
"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",ham,0,63
No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,ham,0,80
Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,ham,0,108
What u talking bout early morning? It's almost noon where your at!,ham,0,66
I;m reaching in another 2 stops.,ham,0,32
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,spam,1,155
"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv",spam,1,147
WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,spam,1,157
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,spam,1,154
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",spam,1,136
"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam,1,155
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",spam,1,149
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",spam,1,155
Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,spam,1,158
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,spam,1,172
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,spam,1,120
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",spam,1,161
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",spam,1,152
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",spam,1,159
"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",spam,1,78
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam,1,137
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",spam,1,158
GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,spam,1,158
You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,spam,1,152
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,spam,1,144
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",spam,1,156
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,spam,1,156
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,spam,1,125
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,spam,1,162
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,spam,1,155
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",spam,1,159
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,spam,1,124
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,spam,1,145
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,spam,1,152
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",spam,1,155
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,spam,1,156
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam,1,147
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,spam,1,72
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",spam,1,142
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",spam,1,137
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,spam,1,157
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam,1,145
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam,1,150
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,spam,1,154
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam,1,121
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,spam,1,159
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,spam,1,133
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam,1,155
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,spam,1,159
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",spam,1,146
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",spam,1,138
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",spam,1,133
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,spam,1,157
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,spam,1,128
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,spam,1,158
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,spam,1,111
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,spam,1,148
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",spam,1,165
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,spam,1,129
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",spam,1,157
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",spam,1,149
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,spam,1,155
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",spam,1,156
100 dating service cal;l 09064012103 box334sk38ch,spam,1,49
FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam,1,106
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,spam,1,159
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,spam,1,162
